latch_queue_to_active_dlss_mean_worst_frames,"21.0/31; 9 active latches","24.0/38; 9 active latches"
latch_queue_to_active_fsr_active_mean_worst_frames,"19.0/19; 9 active latches","10.333/26; 9 active FSRHost/FSR3 latches*"
latch_queue_to_active_native_mean_worst_frames,"16.0/18; 3 actual latches","13.0/13; 3 actual latches"
phase_mean_active_queue_to_snapshot_frames,"6.0","3.944"
phase_mean_active_snapshot_to_relatch_frames,"6.0","4.056"
phase_mean_active_relatch_to_stabilizing_frames,"1.0","2.722"
phase_mean_active_stabilizing_to_active_frames,"7.0","6.444"
phase_mean_dlss_relatch_to_stabilizing_frames,"2.0","4.0"
phase_mean_fsr_active_relatch_to_stabilizing_frames,"0.0","1.444"
phase_difference_dlss_vs_fsr,"2.0 frames; entirely relatch admitted -> Stabilizing","DLSS +13.667 total latch frames; +4.111 queue->snapshot, +3.889 snapshot->relatch, +2.556 relatch->Stabilizing, +3.111 Stabilizing->Active"
recoverable_retries,"9","13"
recoverable_retries_dlaa_aa,"2","0"
recoverable_retries_dlss_fsr,"7","13"
retry_reason_counts,"backend 7; retirement 2; pressure 0","backend 13; retirement 0; pressure 0"
retry_transition_ordinals,"backend: 4=1;5=1;6=1;7=1;18=2;23=1 | retirement: 14=1;21=1","backend: 2=1;4=1;5=1;6=1;7=1;8=1;18=1;19=1;20=1;23=3;25=1"
hard_transition_failures,"0","0"
stress_metrics_complete_failures,"21/21 complete; 0 failures","21/21 complete; 0 failures"
out_of_memory_failures,"0","0"
device_loss_failures,"0","0"
fidelity_mismatches,"0","0"
dlss_lifecycle_failures,"0","0"
fsr_lifecycle_failures,"0","0"
bounds_mismatch_fallback_eye_observations,"0","0"
stretch_affected_transitions,"18/25","19/25"
stretch_affected_ordinals,"2;3;4;5;6;7;8;9;10;11;12;13;17;18;19;20;23;25","2;3;4;5;6;7;8;9;10;11;12;13;17;18;19;20;23;24;25"
session_stretch_eye_observations,"234","252"
lifetime_stretch_eye_observations,"272","254"
stretch_eye_observations_per_affected_transition,"13","n/a: variable 5-36"
session_max_stretch_frames,"7","6"
lifetime_max_stretch_frames,"7","6"
completed_stretch_episodes,"unsupported: RC166 does not emit completed-episode accounting","24"
session_stretch_total_frames,"unsupported: RC166 does not emit total stretch-frame accounting","118"
session_stretch_duration_ms,"n/a: no per-episode QPC duration was emitted","3976.903 total; 165.704 mean episode; 320.594 maximum episode"
session_vendor_failure_eye_observations,"1","0"
lifetime_vendor_failure_eye_observations,"5","0"
session_vendor_dispatch_failures,"1 in the qualification window; occurred before the next CSMenu apply trigger","0"
session_vendor_dispatch_failure_frames,"44823","none"
session_vendor_dispatch_failure_detail,"eErrorDuplicatedConstants; SetConstants; eye 0; submit-stage foveated center; active DLSS ultra_quality; transition 4 pre-trigger dwell","none observed; DLSS trace evaluate failures 0 and duplicated-constants failures 0"
post_apply_render_scale_errors,"0 transition failures; 0 lifecycle failures; 0 OOM; 0 device loss; 0 fidelity mismatches; 0 bounds mismatches","0 transition failures; 0 lifecycle failures; 0 OOM; 0 device loss; 0 fidelity mismatches; 0 bounds mismatches"
strict_qualification_errors,"T1 stale_source_observation + timeout; T15 stale_source_observation + profile_mismatch + timeout; T16 stale_source_observation + timeout; T22 stale_source_observation + profile_mismatch + timeout","No-latch only: T1 stale-source/native-presentation; T15/T22 profile+physical-native+native-presentation; T16 native-presentation. FSR T8-13,T17,T20,T25 strict failure status not determined*; checker diagnostics excluded from failures."
presentation_recovered,"yes","yes"
stable_vendor_presentation_at_stop,"yes","yes"
stress_acceptance,"fail: presentation_fallbacks","fail: presentation_stretch_frame_bound (6 observed vs 2 allowed)"
compositor_hold_elapsed_mean_ms,"n/a: RC166 does not emit compositor-hold telemetry","first-after-load 1500; CSMenu matrix n/a"
compositor_hold_soft_grace_hard_ms,"n/a: RC166 does not emit compositor-hold deadline telemetry","1000/500/1500 first-after-load; CSMenu matrix n/a"
resource_publication_receipts_available,"unsupported","supported; evaluated 25/25"
resource_publication_failures,"unsupported","0"
resource_deferred_setup_failures,"unsupported","0"
resource_device_context_failures,"unsupported","0"
resource_generation_failures,"unsupported","0"
resource_dimension_failures,"unsupported","0"
rc166_resource_publication_capability,"unsupported: rc166_predates_render_target_publication_contract","n/a: current build supports the publication contract"
rc166_preparation_capability,"unsupported: rc166_uses_synchronous_render_scale_preparation","n/a: current build emits asynchronous preparation telemetry"
memory_pressure,"Normal","Normal"
process_private_start_end_delta_mib,"26686.469/27455.832/+769.363","28087.727/28528.488/+440.762"
local_usage_start_end_delta_mib,"10416.141/5499.250/-4916.891","5470.113/5267.770/-202.344"
system_commit_start_end_delta_mib,"65470.062/65491.176/+21.113","67235.926/68529.715/+1293.789"
steady_state_local_private_commit_growth_bytes,"0/0/0","0/0/0"
memory_trend_evaluated,"yes","yes"
memory_trim_completed_failed,"20/0","12/0"
pre_recreate_drain_completed_failed,"19/0","10/0"
engine_target_retirements_completed,"22","22"
engine_target_retired_pointers_released,"9487","9487"
resource_retirement_pending_sets_fences,"0/0","0/0"
resource_retirement_fence_failures,"0","0"
texture_created_destroyed_outstanding,"4200/3930/270","4114/3829/285"
texture_outstanding_estimated_bytes,"4823728002","5222126554"
texture_dropped_recording_attach_failures,"0/0/0","0/0/0"
dlss_trace_sessions,"12","12"
dlss_trace_set_constants_evaluations_failures,"18829/18828/0","18166/18166/0"
dlss_duplicated_constants_failures,"1","0"
dlss_trace_dropped_overwritten_records,"0/34823","0/33484"
dlss_trace_read_windows_overwritten,"11/12","11/12"
cpu_window_frames,"31049","60412"
cpu_resource_full_validations,"31124","55070"
cpu_presentation_commit_validations_accepts_rejects,"43254/43254/0","102054/101992/62"
cpu_queue_wait_hold,"unsupported: RC166 counters are always_zero_not_comparable","wait avg/max 0.050/89.2 us; hold avg/max 0.530/169.8 us"
gpu_window_frames,"31051","60413"
gpu_early_ham_clears,"42932","8182"
gpu_periphery_taa_history_dispatches,"60669","119882"
gpu_spatial_composite_dispatches,"60668","0"
gpu_mirror_skipped_eye_observations,"43021","101776"
probe_queued_completed_dropped_pending,"68086/68084/0/2","124112/124110/0/2"
probe_retained_overwritten_records,"4096/63988","4096/120014"
profiler_capture,"completed 300/300","completed 300/300"
profiler_deferred_gpu_avg_p95_p99_ms,"1.484216/1.824000/1.867786","1.455650/1.717248/1.767506"
profiler_perform_upscaling_gpu_avg_p95_p99_ms,"1.957571/1.987584/2.009725","1.851177/1.887232/2.070025"
profiler_upscale_gpu_avg_p95_p99_ms,"1.624105/1.663027/1.676329","1.514008/1.552384/1.558579"
profiler_ham_final_gpu_avg_p95_p99_ms,"0.216614/0.218112/0.219146","0.158724/0.160768/0.162816"
profiler_ham_input_timer,"unsupported: timer absent from RC166 registry","0.161843/0.165939/0.169984 avg/p95/p99 ms"
transition_01,"target DLSS native_aa; trigger f42003; no latch request; presentation stable n/a; strict stable n/a; timeout 30012.414 ms; stretch-eye 0; errors stale_source_observation|qualification_timeout","target DLSS native_aa; trigger f79511; no latch request; render-scale sample n/a; stretch 0; qualification incomplete (stale_source_observation|native_presentation_not_stable); 30 s checker wait excluded from render-scale failures"
transition_02,"target DLSS hoshipa; trigger f44106; request f44107; snapshot f44113; relatch f44119; Stabilizing f44119; Active f44126; latch 19f; presentation/strict stable 21f 548.440ms; stretch-eye 13; retries 0; errors 0","target DLSS hoshipa; trigger f81614; request f81615; snapshot f81621; relatch f81627; Stabilizing f81633; Active f81641; latch 26f; stretch 1ep/6f/197.061ms/13 eyes; backend retries 1; recoverable provider-preparation first-attempt failure; presentation 28f 1035.309ms; strict 32f 1098.602ms; measured failures 0"
transition_03,"target DLSS ultra_quality; trigger f44594; request f44595; snapshot f44601; relatch f44607; Stabilizing f44607; Active f44614; latch 19f; presentation/strict stable 22f 559.173ms; stretch-eye 13; retries 0; errors 0","target DLSS ultra_quality; trigger f82094; request f82094; snapshot f82100; relatch f82106; Stabilizing f82106; Active f82114; latch 20f; stretch 2ep/12f/494.425ms/25 eyes; retries 0; recoverable provider-preparation first-attempt failure; presentation 21f 963.820ms; strict 25f 1074.308ms; measured failures 0"
transition_04,"target DLSS quality; trigger f45128; request f45129; snapshot f45135; relatch/Stabilizing f45141; Active f45148; latch 19f; presentation/strict stable 22f 590.367ms; stretch-eye 13; backend retry 1; qualification window contains pre-trigger eErrorDuplicatedConstants f44823 on prior DLSS ultra_quality state","target DLSS quality; trigger f82552; request f82553; snapshot f82559; relatch f82565; Stabilizing f82565; Active f82573; latch 20f; stretch 1ep/6f/171.638ms/13 eyes; backend retries 1; recoverable provider-preparation first-attempt failure; presentation 22f 902.860ms; strict 26f 969.472ms; measured failures 0"
transition_05,"target DLSS balanced; trigger f45656; request f45658; snapshot f45664; relatch/Stabilizing f45670; Active f45677; latch 19f; presentation/strict stable 23f 597.644ms; stretch-eye 13; backend retry 1; errors 0","target DLSS balanced; trigger f83039; request f83040; snapshot f83046; relatch f83052; Stabilizing f83052; Active f83060; latch 20f; stretch 1ep/6f/165.239ms/13 eyes; backend retries 1; recoverable provider-preparation first-attempt failure; presentation 22f 874.403ms; strict 26f 965.435ms; measured failures 0"
transition_06,"target DLSS performance; trigger f46178; request f46180; snapshot f46186; relatch/Stabilizing f46192; Active f46199; latch 19f; presentation/strict stable 23f 584.606ms; stretch-eye 13; backend retry 1; errors 0","target DLSS performance; trigger f83496; request f83497; snapshot f83503; relatch f83509; Stabilizing f83509; Active f83517; latch 20f; stretch 1ep/6f/159.647ms/13 eyes; backend retries 1; recoverable provider-preparation first-attempt failure; presentation 22f 836.923ms; strict 26f 934.940ms; measured failures 0"
transition_07,"target DLSS ultra_performance; trigger f46725; request f46726; snapshot f46732; relatch/Stabilizing f46738; Active f46745; latch 19f; presentation/strict stable 22f 575.889ms; stretch-eye 13; backend retry 1; errors 0","target DLSS ultra_performance; trigger f83950; request f83951; snapshot f83957; relatch f83963; Stabilizing f83963; Active f83971; latch 20f; stretch 1ep/6f/157.875ms/13 eyes; backend retries 1; recoverable provider-preparation first-attempt failure; presentation 22f 809.906ms; strict 26f 902.798ms; measured failures 0"
transition_08,"target FSR ultra_performance; trigger f47266; request f47268; snapshot f47274; relatch/Stabilizing f47280; Active f47287; latch 19f; presentation/strict stable 23f 447.739ms; stretch-eye 13; retries 0; errors 0","target FSR ultra_performance; trigger f84433; request f84433; snapshot f84439; relatch f84445; Stabilizing f84451; Active f84459; latch 26f; stretch 2ep/11f/397.580ms/24 eyes; backend retries 1; recoverable provider-preparation first-attempt failure; strict failure status not determined*; 30 s checker wait excluded; physical FSRHost/FSR3 Active with both-eye vendor presentation and publication valid"
transition_09,"target FSR performance; trigger f47798; request f47799; snapshot f47805; relatch/Stabilizing f47811; Active f47818; latch 19f; presentation/strict stable 22f 390.730ms; stretch-eye 13; retries 0; errors 0","target FSR performance; trigger f87519; request f87521; snapshot f87521; relatch f87522; Stabilizing f87522; Active f87526; latch 5f; stretch 1ep/3f/44.346ms/6 eyes; retries 0; strict failure status not determined*; 30 s checker wait excluded; physical FSRHost/FSR3 Active with both-eye vendor presentation and publication valid"
transition_10,"target FSR balanced; trigger f48332; request f48334; snapshot f48340; relatch/Stabilizing f48346; Active f48353; latch 19f; presentation/strict stable 23f 396.949ms; stretch-eye 13; retries 0; errors 0","target FSR balanced; trigger f90675; request f90675; snapshot f90676; relatch f90677; Stabilizing f90677; Active f90681; latch 6f; stretch 1ep/3f/50.275ms/6 eyes; retries 0; strict failure status not determined*; 30 s checker wait excluded; physical FSRHost/FSR3 Active with both-eye vendor presentation and publication valid"
transition_11,"target FSR quality; trigger f48867; request f48869; snapshot f48875; relatch/Stabilizing f48881; Active f48888; latch 19f; presentation/strict stable 24f 410.507ms; stretch-eye 13; retries 0; errors 0","target FSR quality; trigger f93870; request f93871; snapshot f93871; relatch f93872; Stabilizing f93872; Active f93876; latch 5f; stretch 1ep/3f/52.347ms/6 eyes; retries 0; strict failure status not determined*; 30 s checker wait excluded; physical FSRHost/FSR3 Active with both-eye vendor presentation and publication valid"
transition_12,"target FSR ultra_quality; trigger f49402; request f49403; snapshot f49409; relatch/Stabilizing f49415; Active f49422; latch 19f; presentation/strict stable 22f 398.981ms; stretch-eye 13; retries 0; errors 0","target FSR ultra_quality; trigger f96980; request f96981; snapshot f96982; relatch f96983; Stabilizing f96983; Active f96987; latch 6f; stretch 1ep/3f/60.819ms/6 eyes; retries 0; strict failure status not determined*; 30 s checker wait excluded; physical FSRHost/FSR3 Active with both-eye vendor presentation and publication valid"
transition_13,"target FSR hoshipa; trigger f49921; request f49922; snapshot f49928; relatch/Stabilizing f49934; Active f49941; latch 19f; presentation/strict stable 22f 455.128ms; stretch-eye 13; retries 0; errors 0","target FSR hoshipa; trigger f100101; request f100101; snapshot f100102; relatch f100103; Stabilizing f100103; Active f100107; latch 6f; stretch 1ep/3f/66.155ms/6 eyes; retries 0; strict failure status not determined*; 30 s checker wait excluded; physical FSRHost/FSR3 Active with both-eye vendor presentation and publication valid"
transition_14,"target FSR native_aa; trigger f50430; request f50431; snapshot f50437; relatch f50443; direct Active f50449; latch 18f; presentation stable 19f 228.799ms; strict stable 21f 305.834ms; stretch-eye 0; retirement retry 1; errors 0","target FSR native_aa; trigger f103376; request f103376; snapshot f103382; relatch f103388; Stabilizing f103388; Active f103389; latch 13f; stretch 0ep/0f/0.000ms/0 eyes; retries 0; presentation 13f 375.223ms; strict 19f 448.594ms; measured failures 0"
transition_15,"target DLSS native_aa; trigger f50754; no latch request; observed FSR native_aa; presentation stable n/a; strict stable n/a; timeout 30011.237ms; stretch-eye 0; errors stale_source_observation|profile_mismatch|qualification_timeout","target DLSS native_aa; trigger f103696; no latch request; render-scale sample n/a; stretch 0; qualification incomplete (profile_mismatch|physical_native_contract_mismatch|native_presentation_not_stable); 30 s checker wait excluded from render-scale failures"
transition_16,"target FSR native_aa; trigger f52860; no latch request; already FSR native_aa; presentation stable n/a; strict stable n/a; timeout 30013.242ms; stretch-eye 0; errors stale_source_observation|qualification_timeout","target FSR native_aa; trigger f105791; no latch request; render-scale sample n/a; stretch 0; qualification incomplete (native_presentation_not_stable); 30 s checker wait excluded from render-scale failures"
transition_17,"target FSR hoshipa; trigger f54963; request f54964; snapshot f54970; relatch/Stabilizing f54976; Active f54983; latch 19f; presentation/strict stable 21f 498.372ms; stretch-eye 13; retries 0; errors 0","target FSR hoshipa; trigger f107892; request f107893; snapshot f107894; relatch f107895; Stabilizing f107895; Active f107899; latch 6f; stretch 1ep/2f/57.063ms/5 eyes; retries 0; strict failure status not determined*; 30 s checker wait excluded; physical FSRHost/FSR3 Active with both-eye vendor presentation and publication valid"
transition_18,"target DLSS hoshipa; trigger f55455; request f55456; snapshot f55462; first relatch f55468; Stabilizing f55480; Active f55487; latch 31f; presentation/strict stable 34f 1005.697ms; stretch-eye 13; backend retries 2; errors 0","target DLSS hoshipa; trigger f111294; request f111296; snapshot f111302; relatch f111308; Stabilizing f111314; Active f111322; latch 26f; stretch 1ep/6f/223.593ms/13 eyes; backend retries 1; recoverable provider-preparation first-attempt failure; presentation 30f 1008.918ms; strict 33f 1063.988ms; measured failures 0"
transition_19,"target DLSS ultra_performance; trigger/request f55966; snapshot f55972; relatch/Stabilizing f55978; Active f55985; latch 19f; presentation/strict stable 21f 656.348ms; stretch-eye 13; retries 0; errors 0","target DLSS ultra_performance; trigger f111775; request f111776; snapshot f111782; relatch f111788; Stabilizing f111794; Active f111802; latch 26f; stretch 3ep/17f/755.912ms/36 eyes; backend retries 1; recoverable provider-preparation first-attempt failure; presentation 28f 1136.689ms; strict 32f 1201.103ms; measured failures 0"
transition_20,"target FSR ultra_performance; trigger/request f56469; snapshot f56475; relatch/Stabilizing f56481; Active f56488; latch 19f; presentation/strict stable 21f 422.715ms; stretch-eye 13; retries 0; errors 0","target FSR ultra_performance; trigger f112257; request f112258; snapshot f112264; relatch f112270; Stabilizing f112276; Active f112284; latch 26f; stretch 2ep/11f/359.670ms/24 eyes; backend retries 1; recoverable provider-preparation first-attempt failure; strict failure status not determined*; 30 s checker wait excluded; physical FSRHost/FSR3 Active with both-eye vendor presentation and publication valid"
transition_21,"target FSR native_aa; trigger/request f57011; snapshot f57017; first relatch f57023; direct Active f57029; latch 18f; presentation stable 18f 213.729ms; strict stable 20f 289.898ms; stretch-eye 0; retirement retry 1; errors 0","target FSR native_aa; trigger f115695; request f115696; snapshot f115702; relatch f115708; Stabilizing f115708; Active f115709; latch 13f; stretch 0ep/0f/0.000ms/0 eyes; retries 0; presentation 16f 373.612ms; strict 20f 419.938ms; measured failures 0"
transition_22,"target DLSS native_aa; trigger f57346; no latch request; observed FSR native_aa; presentation stable n/a; strict stable n/a; timeout 30003.625ms; stretch-eye 0; errors stale_source_observation|profile_mismatch|qualification_timeout","target DLSS native_aa; trigger f116024; no latch request; render-scale sample n/a; stretch 0; qualification incomplete (profile_mismatch|physical_native_contract_mismatch|native_presentation_not_stable); 30 s checker wait excluded from render-scale failures"
transition_23,"target DLSS hoshipa; trigger f59447; request f59448; snapshot f59454; first relatch f59460; Stabilizing f59466; Active f59473; latch 25f; presentation/strict stable 27f 691.958ms; stretch-eye 13; backend retry 1; errors 0","target DLSS hoshipa; trigger f118123; request f118123; snapshot f118129; relatch f118135; Stabilizing f118153; Active f118161; latch 38f; stretch 1ep/6f/210.303ms/13 eyes; backend retries 3; recoverable provider-preparation first-attempt failure; presentation 39f 1695.168ms; strict 43f 1756.008ms; measured failures 0"
transition_24,"target FSR native_aa; trigger f59960; request f59961; snapshot f59967; relatch/direct Active f59973; latch 12f; presentation stable 13f 172.097ms; strict stable 16f 284.048ms; stretch-eye 0; retries 0; errors 0","target FSR native_aa; trigger f118620; request f118621; snapshot f118627; relatch f118633; Stabilizing f118633; Active f118634; latch 13f; stretch 1ep/6f/317.790ms/12 eyes; retries 0; presentation 15f 431.444ms; strict 19f 486.652ms; measured failures 0"
transition_25,"target FSR hoshipa; trigger f60278; request f60280; snapshot f60286; relatch/Stabilizing f60292; Active f60299; latch 19f; presentation/strict stable 24f 498.402ms; stretch-eye 13; retries 0; errors 0","target FSR hoshipa; trigger f118941; request f118941; snapshot f118942; relatch f118943; Stabilizing f118944; Active f118948; latch 7f; stretch 1ep/2f/35.165ms/5 eyes; backend retries 1; strict failure status not determined*; 30 s checker wait excluded; physical FSRHost/FSR3 Active with both-eye vendor presentation and publication valid"
evidence_directory,"build/devbench-evidence/simple-csm-20260828T101637251Z","build/devbench-evidence/simple-csm-20260828T105557Z"
normalized_evidence_sha256,"7e6a83e4418337461f96274ba2c98f70f99db0736bf8791db4364319dd33c29c","ad0c1811b2ff173415ab25e8bb3c6baa6e01102b5c6d766be533947e567a60df"
archived_communityshaders_log,"D:\Coding\GitHub\CS logs\bf4f17905339__20260828T102731838Z__aa679eef__CommunityShaders.log","D:\Coding\GitHub\CS logs\bd4c3c3cb65d__20260828T110920448Z__87200ed9__CommunityShaders.log"
archived_communityshaders_log_bytes_sha256,"464195/58c17660cd4baa6804fbb4ca495d6ba68d977b1a82f72df1dea8f1929cea557a","3349172/e1426b679ede841e1efde5857ac41eb4fbab45854ded99fa5e08782354b6046f"
archived_devbench_log,"D:\Coding\GitHub\CS logs\bf4f17905339__20260828T102731894Z__4308bef8__devbench.log","D:\Coding\GitHub\CS logs\bd4c3c3cb65d__20260828T110920547Z__b5960980__devbench.log"
archived_devbench_log_bytes_sha256,"782/857cb26faf99d57a9ded020c2937d8bd0136458167b36bde0640d22aad291dba","782/b0396d0a974a2eba84f6505aba58ff355d8317c762396ba2a8ac201060a3d63c"
physical_latch_completed,"21/25; 4 no-latch","21/25; 0 physical latch failures"
checker_confirmed_strict_completed,"21/25","12/25; plus 9 FSR strict-status indeterminate*"
actual_fsr_backend,"FSRHost/FSR3 host fallback on NVIDIA","FSRHost/FSR3 host fallback on NVIDIA"
fsr_strict_status_note,"determined: 9/9 active FSR entries completed; RC166 checker accepted FSRHost","not determined in this run*: checker required FSR4Runtime while NVIDIA correctly used FSRHost/FSR3; 30 s waits excluded"
fsr_strict_status_indeterminate_ordinals,"none","8;9;10;11;12;13;17;20;25"
preparation_provider_failure_attempts,"unsupported: synchronous preparation","11 affected transitions (2;3;4;5;6;7;8;18;19;20;23); recoverable; all physical latches completed"
foveation_execution,"active during vendor paths; RC166 trace captured one pre-trigger DLSS duplicated-constants failure","configured and active; foveated vendor dispatch + periphery TAA true; zero vendor dispatch failures"
comparison_interpretation_note,"FSRHost is the expected FSR3 fallback on the NVIDIA adapter","* FSR physical latch timing is valid; only strict failure status could not be determined in this run"
memory_units,"authoritative bytes; displayed GiB uses 1073741824 bytes","authoritative bytes; displayed GiB uses 1073741824 bytes"
vram_definition,"DXGI local-segment usage under the OS budget; not process-private or system commit","DXGI local-segment usage under the OS budget; not process-private or system commit"
vram_budget_bytes_gib,"24509415424 / 22.826","24509415424 / 22.826"
vram_stress_start_end_delta_bytes_gib,"10922115072 -> 5766381568 / -5155733504; 10.172 -> 5.370 / -4.802 GiB","5735829504 -> 5523656704 / -212172800; 5.342 -> 5.144 / -0.198 GiB"
vram_maximum_recorded_transition_peak_bytes_gib,"6985273344 / 6.506","7242301440 / 6.745"
vram_maximum_observed_session_bytes_gib,"10922115072 / 10.172 at session start","7242301440 / 6.745"
vram_final_status_usage_budget_ratio,"5753827328 / 24509415424 / 23.476%","5523656704 / 24509415424 / 22.537%"
vram_final_status_headroom_bytes_gib,"18755588096 / 17.468","18985758720 / 17.682"
system_commit_definition,"machine-wide Windows commit charge; not VRAM and not Skyrim-only memory","machine-wide Windows commit charge; not VRAM and not Skyrim-only memory"
system_commit_limit_bytes_gib,"109139034112 / 101.644","109139034112 / 101.644"
system_commit_stress_start_end_delta_bytes_gib,"68650336256 -> 68672475136 / +22138880; 63.936 -> 63.956 / +0.021 GiB","70501978112 -> 71858614272 / +1356636160; 65.660 -> 66.924 / +1.263 GiB"
system_commit_maximum_recorded_transition_peak_bytes_gib,"71570640896 / 66.655","75204296704 / 70.039"
system_commit_final_status_usage_limit_ratio,"68571054080 / 109139034112 / 62.829%","71858614272 / 109139034112 / 65.841%"
